game,winner,game_length,peak_setup_p0,peak_setup_p1,ko_count_p0,ko_count_p1,p0_meganium_active_events,p1_meganium_active_events,p0_meganium_failure_reason,p1_meganium_failure_reason,p0_turn_chikorita_or_applin_played,p0_turn_any_evolution,p0_turn_meganium_in_play,p0_turn_meganium_benched,p0_turn_hydrapple_attack_ready,p0_turn_ogerpon_attack_ready,p0_turn_any_attacker_ready,p0_turn_full_target_state,p1_turn_chikorita_or_applin_played,p1_turn_any_evolution,p1_turn_meganium_in_play,p1_turn_meganium_benched,p1_turn_hydrapple_attack_ready,p1_turn_ogerpon_attack_ready,p1_turn_any_attacker_ready,p1_turn_full_target_state,p0_regressed_chikorita_or_applin_played,p0_regressed_any_evolution,p0_regressed_meganium_in_play,p0_regressed_meganium_benched,p0_regressed_hydrapple_attack_ready,p0_regressed_ogerpon_attack_ready,p0_regressed_any_attacker_ready,p0_regressed_full_target_state,p1_regressed_chikorita_or_applin_played,p1_regressed_any_evolution,p1_regressed_meganium_in_play,p1_regressed_meganium_benched,p1_regressed_hydrapple_attack_ready,p1_regressed_ogerpon_attack_ready,p1_regressed_any_attacker_ready,p1_regressed_full_target_state
7585,1,16,273,642,12,5,9:forced_or_chosen_switch,,,,1,3,5,5,15,,15,,1,4,8,8,8,4,4,8,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
7586,1,12,520,382,7,7,11:forced_or_chosen_switch,,,,3,3,3,3,,3,3,3,1,4,4,4,8,6,6,4,True,True,False,True,False,True,True,True,False,True,False,False,False,True,True,True
7587,0,19,597,219,4,6,,,,played_then_ko_before_meganium,1,9,17,17,11,19,11,17,10,14,,,,14,14,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7588,0,17,681,201,7,4,9:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,5,7,7,9,11,9,11,1,,,,,8,8,,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False
7589,1,14,404,614,8,5,14:unknown,,,,5,7,7,7,9,,9,9,4,4,4,4,,4,4,6,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True
7590,0,11,700,361,5,8,,4:evolve_active_with_bench_available,,,1,11,3,3,11,5,5,3,1,4,4,4,,,,4,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
7591,1,10,399,703,6,6,,,,,3,3,3,3,,3,3,3,2,4,4,4,,4,4,4,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True
7592,1,18,186,767,5,4,,,drawn_never_played,,7,,,,13,,13,,12,12,18,18,,4,4,18,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False
7593,0,13,678,171,3,9,,,,drawn_never_played,5,5,7,7,7,5,5,7,1,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7594,1,22,190,490,5,3,19:evolve_active_with_bench_available;22:forced_or_chosen_switch,,,,1,19,19,21,,,,,1,14,14,14,,22,22,14,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
7595,1,12,241,555,8,4,5:forced_or_chosen_switch,,,,1,3,3,3,11,11,11,,2,10,10,10,,4,4,10,False,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False
7596,1,6,190,465,4,1,5:forced_or_chosen_switch,,,,1,3,3,3,,,,,1,,4,4,,4,4,4,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
7597,0,9,526,220,4,4,,9:forced_or_chosen_switch,,,1,5,7,7,7,9,7,7,1,4,6,6,,,,,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
7598,1,20,520,550,9,4,17:forced_or_chosen_switch,,,,1,13,13,13,,13,13,13,2,4,4,4,,4,4,14,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7599,0,13,557,599,9,7,,9:unknown,,,1,3,5,5,7,5,5,5,1,4,4,4,,4,4,6,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
7600,0,11,713,389,3,9,3:evolve_active_empty_bench;6:unknown,9:unknown;10:evolve_active_with_bench_available,,,1,3,3,3,9,5,5,3,6,6,6,6,,4,4,6,True,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True
7601,0,11,562,154,2,6,,,,played_stuck_never_evolved,1,3,3,3,,3,3,3,1,4,,,,6,6,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7602,0,11,762,128,4,3,,,,drawn_never_played,1,3,5,5,7,7,7,5,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7603,0,11,623,446,5,7,4:unknown,,,,1,3,3,3,,3,3,3,2,4,4,4,,4,4,4,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True
7604,1,10,189,243,5,1,,,played_then_ko_before_meganium,played_stuck_never_evolved,1,3,,,,3,3,,4,10,,,,4,4,,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
7605,1,20,414,688,9,9,8:forced_or_chosen_switch;15:forced_or_chosen_switch;19:forced_or_chosen_switch,,,,1,3,3,3,17,19,17,14,1,4,16,16,14,14,14,18,True,True,False,True,True,True,True,True,True,True,False,False,True,False,False,True
7606,0,3,152,20,0,1,,,drawn_never_played,drawn_never_played,,,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7607,1,10,193,557,3,8,,7:unknown,drawn_never_played,,,,,,,3,3,,2,6,6,6,,6,6,6,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True
7608,0,7,516,70,4,3,,,,played_then_ko_before_meganium,1,5,5,5,5,7,5,5,4,6,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7609,0,19,585,184,4,5,,,,played_stuck_never_evolved,13,13,13,13,13,17,13,13,2,6,,,,16,16,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7610,0,11,617,510,7,8,,,,,1,3,5,5,7,5,5,5,1,4,4,4,6,4,4,4,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True
7611,0,15,508,500,7,5,,,,,1,5,5,5,11,9,9,5,2,4,4,4,,4,4,4,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
7612,0,7,669,340,5,5,,6:evolve_active_with_bench_available,,,3,3,3,3,7,3,3,3,1,6,6,6,,4,4,6,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7613,0,5,513,75,2,1,,,,drawn_never_played,3,3,3,3,,3,3,3,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7614,0,7,251,78,1,1,,,played_stuck_never_evolved,drawn_never_played,3,7,,,,5,5,,1,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7615,1,10,141,244,3,2,,,played_then_ko_before_meganium,drawn_never_played,1,,,,,,,,10,10,,,,4,4,,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7616,1,10,156,535,4,3,,,drawn_never_played,,1,,,,,,,,1,4,4,4,,4,4,4,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7617,1,24,320,629,8,2,7:forced_or_chosen_switch;19:forced_or_chosen_switch;21:forced_or_chosen_switch;21:forced_or_chosen_switch;23:forced_or_chosen_switch,16:evolve_active_with_bench_available;21:unknown,,,1,13,3,3,,,,19,1,4,16,18,,6,6,18,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
7618,0,11,705,255,4,7,,8:forced_or_chosen_switch;10:forced_or_chosen_switch,,,1,3,5,5,7,5,5,5,1,4,4,4,,,,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7619,1,14,503,703,8,6,,,,,1,3,5,5,5,11,5,5,2,6,8,8,,4,4,8,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
7620,1,12,446,540,5,7,11:forced_or_chosen_switch,,,,1,,7,7,,3,3,7,6,8,8,8,8,4,4,8,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,True
7621,1,20,290,290,6,3,12:unknown,,,drawn_never_played,1,7,3,3,,,,11,1,8,,,16,12,12,,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False
7622,1,10,508,379,6,4,,,,,1,5,7,7,,5,5,9,8,10,10,10,,4,4,10,False,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False
7623,1,8,471,475,6,4,,,,,1,3,3,3,,3,3,3,2,8,8,8,,4,4,8,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
7624,1,14,136,569,5,2,,,played_then_ko_before_meganium,,1,13,,,,,,,2,6,8,8,,6,6,8,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7625,1,16,255,543,7,5,,,played_stuck_never_evolved,,3,5,,,11,11,11,,2,4,12,12,,8,8,12,True,True,False,False,True,False,False,False,True,True,False,False,False,True,True,True
7626,1,8,181,186,4,1,,,played_then_ko_before_meganium,never_drawn,1,5,,,,3,3,,2,6,,,,4,4,,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
7627,0,11,690,149,5,3,,,,drawn_never_played,3,5,7,7,11,3,3,7,,,,,,10,10,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
7628,1,8,431,542,5,5,5:forced_or_chosen_switch;7:forced_or_chosen_switch,,,,3,3,3,3,,3,3,3,1,4,6,6,,4,4,6,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False
7629,0,9,698,513,4,6,,6:evolve_active_with_bench_available,,,1,7,7,7,,3,3,7,1,6,6,6,,8,8,6,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
7630,1,12,434,656,6,5,11:forced_or_chosen_switch,,,,1,7,9,9,11,5,5,11,2,12,12,12,,8,8,12,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
7631,0,13,613,230,8,6,,7:forced_or_chosen_switch;12:forced_or_chosen_switch,,,5,7,7,7,13,7,7,7,6,6,6,6,,,,,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False
7632,1,16,304,617,6,6,,,,,1,15,15,15,,11,11,,6,6,6,6,,10,10,10,False,True,False,False,False,True,True,False,True,True,False,False,False,True,True,True
7633,0,5,416,91,2,4,,4:evolve_active_empty_bench,,,1,3,3,3,,3,3,3,1,4,4,,,,,,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
7634,1,8,466,267,6,3,,,,played_stuck_never_evolved,1,5,5,5,5,,5,5,6,8,,,,4,4,,False,True,False,False,True,False,True,True,False,True,False,False,False,True,True,False
7635,1,16,439,311,6,3,11:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,7,7,7,,9,9,9,4,8,,,,8,8,,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False
7636,1,12,149,215,3,0,,,drawn_never_played,played_stuck_never_evolved,1,,,,,,,,10,,,,,6,6,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7637,1,12,522,708,9,5,11:forced_or_chosen_switch,,,,1,9,3,3,,3,3,5,1,12,12,12,12,8,8,12,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False
7638,1,14,285,604,7,5,11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,5,7,7,,,,7,1,4,14,14,14,6,6,14,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False
7639,0,11,562,153,2,4,,,,drawn_never_played,1,3,7,7,,5,5,7,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7640,0,19,508,312,4,9,9:forced_or_chosen_switch,7:unknown,,,1,3,3,3,17,11,11,11,1,6,6,6,,16,16,6,True,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True
7641,1,10,515,530,5,5,,,,,1,5,5,5,,3,3,5,1,6,4,4,,4,4,6,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7642,1,16,433,614,7,5,13:forced_or_chosen_switch;14:unknown,,,,1,7,11,11,7,11,7,11,2,4,12,12,,6,6,12,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False
7643,1,10,401,510,5,2,5:forced_or_chosen_switch,,,,1,,3,3,,3,3,3,1,,4,4,,4,4,4,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False
7644,0,13,817,189,5,6,5:evolve_active_with_bench_available,,,drawn_never_played,1,3,5,5,11,7,7,9,4,4,,,,8,8,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7645,1,10,90,298,1,3,,,drawn_never_played,played_then_ko_before_meganium,1,,,,,,,,1,8,,,10,10,10,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7646,0,11,471,456,5,9,,,,,3,3,3,3,7,3,3,5,1,4,8,8,4,6,4,8,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True
7647,1,12,90,266,2,3,,,drawn_never_played,played_then_ko_before_meganium,,,,,,,,,1,4,,,,6,6,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7648,1,10,434,300,5,3,,,,played_then_ko_before_meganium,1,,3,3,,3,3,3,1,4,,,,4,4,,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False
7649,1,10,409,594,10,4,3:evolve_active_empty_bench;4:unknown;9:forced_or_chosen_switch,,,,1,3,3,3,9,,9,3,2,4,4,4,,4,4,4,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False
7650,0,7,261,116,0,2,,,drawn_never_played,drawn_never_played,,,,,,5,5,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7651,0,9,309,103,3,4,,,played_then_ko_before_meganium,played_then_ko_before_meganium,1,3,,,5,5,5,,1,4,,,,,,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
7652,0,5,198,149,1,2,,,played_then_ko_before_meganium,drawn_never_played,1,,,,,3,3,,1,,,,,4,4,,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
7653,0,11,372,116,3,4,,,drawn_never_played,drawn_never_played,1,7,,,9,3,3,,2,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7654,0,15,661,206,5,8,,,,played_then_ko_before_meganium,1,3,3,3,5,13,5,3,1,4,,,,8,8,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7655,0,9,656,141,2,3,,,,played_then_ko_before_meganium,1,9,3,3,,3,3,3,1,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7656,1,18,320,609,10,4,,6:evolve_active_with_bench_available,,,1,3,17,17,15,,15,17,1,4,6,10,,6,6,10,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False
7657,1,10,525,569,7,3,9:forced_or_chosen_switch,,,,3,3,3,3,,3,3,3,1,4,4,4,,4,4,4,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
7658,0,11,476,431,7,6,,,,,1,7,7,7,11,5,5,7,1,6,8,8,,4,4,10,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7659,0,15,549,156,2,5,,,,played_stuck_never_evolved,1,9,5,5,,9,9,9,1,,,,,,,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
7660,0,15,528,606,10,10,5:evolve_active_empty_bench;8:unknown,6:evolve_active_with_bench_available,,,1,3,5,7,11,3,3,11,1,4,6,7,14,4,4,7,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True
7661,1,10,228,252,3,1,7:forced_or_chosen_switch,,,played_stuck_never_evolved,1,,3,3,,,,,1,,,,4,,4,,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
7662,0,9,545,189,5,4,,,,played_then_ko_before_meganium,1,3,3,3,7,3,3,3,1,,,,,4,4,,True,True,False,False,False,True,True,True,False,False,False,False,False,True,True,False
7663,0,13,629,228,4,5,,,,drawn_never_played,1,7,7,7,7,9,7,7,2,4,,,,4,4,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7664,0,9,384,121,1,4,,,played_stuck_never_evolved,played_stuck_never_evolved,1,,,,9,3,3,,1,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7665,1,12,352,266,8,1,7:evolve_active_with_bench_available;9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,drawn_never_played,1,7,7,7,11,,11,7,4,,,,,4,4,,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
7666,0,13,528,352,5,7,,10:forced_or_chosen_switch;12:forced_or_chosen_switch,,,1,7,7,7,7,7,7,7,2,4,4,4,,,,8,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True
7667,1,12,379,621,9,3,,,,,1,5,5,5,,11,11,7,8,8,8,8,,4,4,8,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
7668,1,16,389,572,8,4,13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,9,11,11,9,13,9,13,4,4,4,4,,4,4,10,False,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True
7669,1,12,342,293,6,4,,,,played_then_ko_before_meganium,1,3,11,11,,3,3,11,1,4,,,6,8,6,,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False
7670,0,7,567,86,3,3,,,,never_drawn,1,3,3,3,,3,3,3,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7671,1,18,367,636,13,5,11:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,1,3,3,3,,,,3,1,4,18,18,8,4,4,18,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False
7672,1,12,459,678,10,4,7:evolve_active_with_bench_available,,,,3,7,7,7,7,,7,7,2,6,6,6,,6,6,8,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,False
7673,0,9,559,224,4,3,,,,played_stuck_never_evolved,5,5,5,5,,5,5,5,4,,,,,8,8,,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
7674,0,9,582,156,2,4,,,,played_then_ko_before_meganium,1,3,5,5,,3,3,5,2,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7675,0,9,612,251,3,5,,,,,3,3,3,3,9,3,3,3,1,,4,4,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7676,1,10,245,648,9,2,,,played_then_ko_before_meganium,,1,3,,,9,,9,,6,6,6,6,,4,4,6,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False
7677,1,12,322,431,7,3,7:forced_or_chosen_switch;9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,3,5,5,5,,,,5,2,4,6,6,,6,6,6,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
7678,1,12,145,631,6,4,11:evolve_active_empty_bench,,,,1,9,11,,,,,,1,4,8,8,,4,4,8,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7679,0,6,444,40,4,0,,,,never_drawn,1,3,3,3,3,,3,3,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7680,0,13,269,70,3,3,,12:evolve_active_empty_bench,played_then_ko_before_meganium,,1,3,,,13,11,11,,1,12,12,,,,,,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
7681,0,17,475,498,6,4,,,,,1,7,17,17,11,9,9,17,10,,14,14,,6,6,14,False,True,False,False,True,True,True,False,True,False,False,False,False,True,True,True
7682,1,8,389,585,5,7,,,,,1,3,3,3,,3,3,3,1,4,4,4,4,4,4,4,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False
7683,1,12,168,799,6,2,,,played_then_ko_before_meganium,,1,7,,,,,,,4,12,12,12,,4,4,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7684,0,9,649,139,6,2,,,,drawn_never_played,1,7,7,7,7,7,7,7,,,,,,6,6,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
7685,0,11,675,106,2,3,,,,never_drawn,1,3,3,3,,5,5,,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7686,0,3,394,70,2,1,,,,drawn_never_played,1,3,3,3,,3,3,3,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7687,0,11,522,197,3,6,,,,played_then_ko_before_meganium,7,9,9,9,,3,3,9,1,4,,,,4,4,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
7688,0,3,523,45,1,1,,,,never_drawn,1,,3,3,,3,3,3,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7689,1,18,347,205,9,2,9:forced_or_chosen_switch;13:forced_or_chosen_switch,,,played_stuck_never_evolved,1,3,5,5,13,,13,11,1,4,,,6,,6,,True,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False
7690,1,12,352,811,8,4,,10:evolve_active_with_bench_available,,,3,5,5,5,,,,9,2,10,10,10,,4,4,10,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False
7691,1,14,545,454,5,7,,11:unknown,,,1,3,3,3,,9,9,3,2,6,8,8,10,8,8,8,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True
7692,0,7,555,65,3,2,,,,drawn_never_played,1,3,3,3,,5,5,7,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7693,1,12,278,624,7,9,,,played_then_ko_before_meganium,,1,7,,,7,5,5,,1,4,6,6,12,4,4,6,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True
7694,0,13,834,95,4,5,,,,played_then_ko_before_meganium,1,7,9,9,9,3,3,9,1,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
