game,winner,game_length,peak_setup_p0,peak_setup_p1,ko_count_p0,ko_count_p1,p0_meganium_active_events,p1_meganium_active_events,p0_meganium_failure_reason,p1_meganium_failure_reason,p0_turn_chikorita_or_applin_played,p0_turn_any_evolution,p0_turn_meganium_in_play,p0_turn_meganium_benched,p0_turn_hydrapple_attack_ready,p0_turn_ogerpon_attack_ready,p0_turn_any_attacker_ready,p0_turn_full_target_state,p1_turn_chikorita_or_applin_played,p1_turn_any_evolution,p1_turn_meganium_in_play,p1_turn_meganium_benched,p1_turn_hydrapple_attack_ready,p1_turn_ogerpon_attack_ready,p1_turn_any_attacker_ready,p1_turn_full_target_state,p0_regressed_chikorita_or_applin_played,p0_regressed_any_evolution,p0_regressed_meganium_in_play,p0_regressed_meganium_benched,p0_regressed_hydrapple_attack_ready,p0_regressed_ogerpon_attack_ready,p0_regressed_any_attacker_ready,p0_regressed_full_target_state,p1_regressed_chikorita_or_applin_played,p1_regressed_any_evolution,p1_regressed_meganium_in_play,p1_regressed_meganium_benched,p1_regressed_hydrapple_attack_ready,p1_regressed_ogerpon_attack_ready,p1_regressed_any_attacker_ready,p1_regressed_full_target_state
5870,0,15,718,420,4,5,,13:unknown,,,1,5,11,11,9,11,9,11,1,,4,4,,12,12,12,True,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True
5871,0,13,552,552,6,7,,,,,3,3,7,7,7,9,7,7,2,8,8,8,,6,6,8,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True
5872,0,11,651,431,6,5,,8:forced_or_chosen_switch,,,1,3,5,5,7,7,7,7,6,6,6,6,,4,4,6,True,True,False,False,False,False,False,False,True,True,False,True,False,True,True,True
5873,0,11,685,337,2,8,,4:evolve_active_empty_bench,,,1,5,7,7,,3,3,7,2,4,4,4,,,,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True
5874,0,9,399,73,4,2,5:evolve_active_empty_bench;6:unknown,,,never_drawn,1,3,5,5,7,,7,9,,,,,,,,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5875,0,15,451,112,3,5,,,,played_then_ko_before_meganium,1,3,3,3,,9,9,3,1,6,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5876,1,4,72,384,1,2,,4:evolve_active_with_bench_available,drawn_never_played,,1,,,,,,,,1,4,4,4,,4,4,4,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5877,1,8,555,644,8,4,,,,,1,3,3,3,7,3,3,3,2,4,4,4,,4,4,4,True,True,False,False,True,True,True,True,False,True,False,False,False,True,True,True
5878,0,3,150,40,0,1,,,drawn_never_played,never_drawn,,,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5879,0,11,657,214,6,5,,,,played_then_ko_before_meganium,1,5,5,5,7,5,5,5,2,4,,,,4,4,,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,False
5880,0,21,733,199,7,6,,,,played_then_ko_before_meganium,1,3,5,5,13,17,13,5,1,4,,,,10,10,,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,False
5881,1,22,294,858,9,5,8:forced_or_chosen_switch;19:forced_or_chosen_switch;21:forced_or_chosen_switch,6:evolve_active_with_bench_available,,,1,7,7,7,,,,,1,4,6,16,,4,4,16,False,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
5882,0,9,483,55,2,1,,,,drawn_never_played,1,3,5,5,,9,9,5,,,,,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5883,1,14,528,250,5,5,13:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,2,4,,,,4,4,,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,False
5884,1,16,208,424,8,6,,11:unknown,played_then_ko_before_meganium,,1,3,,,15,7,7,,1,4,8,8,10,4,4,10,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True
5885,0,19,575,244,7,7,,,,played_then_ko_before_meganium,1,5,19,19,15,7,7,19,1,18,,,,4,4,,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False
5886,1,8,193,469,6,4,,,played_then_ko_before_meganium,,1,5,,,,,,,1,4,4,4,4,,4,4,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5887,0,11,649,235,6,6,,,,played_then_ko_before_meganium,1,7,7,7,7,5,5,7,4,8,,,,8,8,,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
5888,1,14,156,223,3,2,,,drawn_never_played,drawn_never_played,13,,,,,,,,14,14,,,,8,8,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5889,0,17,669,491,8,5,7:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,3,3,3,15,13,13,6,1,16,16,16,,12,12,16,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True
5890,0,5,550,70,2,3,,4:evolve_active_empty_bench,,,3,5,5,5,,5,5,5,1,4,4,,,,,,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
5891,1,8,177,582,4,3,,5:unknown,drawn_never_played,,5,5,,,,3,3,,1,4,4,4,,4,4,4,True,True,False,False,False,True,True,False,True,True,False,True,False,False,False,True
5892,0,5,508,20,2,1,,,,played_then_ko_before_meganium,3,5,5,5,,5,5,5,1,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5893,1,14,424,688,8,7,11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,7,7,7,13,7,7,9,1,8,8,8,14,6,6,8,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True
5894,0,7,564,111,2,4,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,2,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5895,1,6,136,221,2,0,,,played_then_ko_before_meganium,played_stuck_never_evolved,1,,,,,,,,2,,,,,4,4,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5896,1,16,399,728,7,4,7:forced_or_chosen_switch;11:forced_or_chosen_switch;13:forced_or_chosen_switch;13:forced_or_chosen_switch;15:forced_or_chosen_switch,,,,5,7,7,7,,9,9,7,1,4,6,6,10,4,4,6,False,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True
5897,1,14,496,582,8,4,13:forced_or_chosen_switch,,,,1,9,9,9,13,11,11,11,6,6,14,14,,6,6,14,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,False
5898,1,20,367,735,11,4,13:forced_or_chosen_switch,8:evolve_active_with_bench_available,,,1,5,5,5,9,,9,10,1,4,8,12,,4,4,12,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False
5899,0,15,586,491,4,9,3:evolve_active_empty_bench,,,,1,5,3,3,11,13,11,9,2,4,4,4,14,12,12,12,True,True,False,False,True,False,False,True,True,True,False,False,True,True,True,True
5900,1,12,481,614,8,6,11:forced_or_chosen_switch,11:unknown,,,1,7,7,7,7,7,7,7,2,6,6,6,8,6,6,8,False,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True
5901,1,12,337,520,6,2,7:forced_or_chosen_switch,,,,1,5,7,7,,,,7,2,4,12,12,,4,4,12,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
5902,0,11,585,426,6,8,,,,,1,5,5,5,9,5,5,5,1,4,10,10,,8,8,10,True,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True
5903,0,15,693,141,3,5,,,,played_then_ko_before_meganium,1,13,3,3,13,9,9,3,2,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5904,1,12,419,567,7,5,11:forced_or_chosen_switch,,,,1,5,5,5,,7,7,5,1,4,4,4,,4,4,6,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True
5905,0,19,485,377,3,8,8:unknown,,,,1,3,3,3,,15,15,14,1,4,16,16,,,,16,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True
5906,1,18,347,658,6,3,15:forced_or_chosen_switch,,,,9,9,9,9,,,,9,2,14,14,14,,12,12,14,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
5907,0,7,540,126,2,3,,,,drawn_never_played,1,3,3,3,,3,3,3,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5908,0,11,693,103,6,5,,10:evolve_active_empty_bench,,,1,5,7,7,7,7,7,7,2,10,10,,,,,,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False
5909,0,13,563,476,4,7,,,,,1,7,11,11,,5,5,11,1,6,6,6,10,4,4,6,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True
5910,0,9,647,257,5,6,,,,played_then_ko_before_meganium,3,5,5,5,9,3,3,5,6,8,,,,4,4,,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
5911,1,10,138,678,3,3,,,drawn_never_played,,,,,,,,,,2,10,8,8,,4,4,8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
5912,0,9,666,138,3,6,,,,played_then_ko_before_meganium,1,7,3,3,7,3,3,3,2,6,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5913,1,10,198,589,5,8,,,drawn_never_played,,1,7,,,9,3,3,,1,4,10,10,4,8,4,10,True,True,False,False,True,True,True,False,True,True,False,False,True,False,False,False
5914,0,21,535,493,5,5,7:evolve_active_with_bench_available;11:forced_or_chosen_switch;15:forced_or_chosen_switch,6:evolve_active_with_bench_available,,,1,3,7,7,,17,17,17,4,4,6,14,,4,4,14,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True
5915,1,16,220,680,6,2,11:evolve_active_with_bench_available;13:forced_or_chosen_switch,,,,9,,11,11,,,,,2,8,10,10,,8,8,10,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
5916,0,13,626,120,2,4,,,,played_then_ko_before_meganium,3,7,7,7,,3,3,7,8,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5917,1,12,439,673,6,3,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,3,5,5,,5,5,5,4,6,6,6,,6,6,6,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,False
5918,1,12,559,710,6,8,,11:unknown,,,1,9,3,3,9,3,3,6,1,4,8,8,8,4,4,8,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True
5919,0,13,706,261,6,5,,,,played_stuck_never_evolved,1,3,3,3,11,5,5,7,2,4,,,12,10,10,,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False
5920,0,9,633,140,3,4,6:unknown,,,played_stuck_never_evolved,1,7,5,5,7,3,3,5,2,,,,,,,,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
5921,0,11,686,224,4,4,,,,played_stuck_never_evolved,1,3,3,3,11,3,3,3,8,,,,10,,10,,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
5922,0,17,456,230,6,5,,,,played_stuck_never_evolved,1,9,9,9,,3,3,9,4,,,,,6,6,,True,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False
5923,1,10,133,656,3,5,,,played_then_ko_before_meganium,,1,3,,,,,,,1,4,10,10,8,4,4,10,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5924,0,15,624,419,6,7,,,,,3,7,7,7,11,7,7,7,1,14,10,10,,10,10,10,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,True
5925,1,12,149,596,1,3,,10:evolve_active_with_bench_available,drawn_never_played,,,,,,,11,11,,2,4,10,12,,4,4,12,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False
5926,1,26,429,579,7,5,21:forced_or_chosen_switch;23:forced_or_chosen_switch,,,,1,25,3,3,25,19,19,3,1,16,20,20,20,18,18,20,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,True
5927,0,9,537,103,2,4,,,,played_then_ko_before_meganium,3,3,3,3,,3,3,3,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5928,1,12,227,671,10,2,5:forced_or_chosen_switch;8:unknown,,,,1,7,3,3,,,,,2,,4,4,,4,4,4,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
5929,1,16,212,602,5,3,,4:evolve_active_empty_bench;5:unknown,played_stuck_never_evolved,,1,11,,,,3,3,,1,4,4,4,,10,10,6,False,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False
5930,0,19,612,528,7,5,,,,,1,3,3,3,15,3,3,3,2,14,16,16,,16,16,16,True,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True
5931,1,10,152,631,5,6,,,drawn_never_played,,3,7,,,7,3,3,,2,4,8,8,,4,4,8,True,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False
5932,1,14,220,636,7,4,9:evolve_active_with_bench_available;11:forced_or_chosen_switch;13:forced_or_chosen_switch,,,,1,3,9,9,,,,,1,8,10,10,,4,4,10,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False
5933,0,9,629,205,6,3,,,,played_stuck_never_evolved,1,9,3,3,9,3,3,3,4,,,,,4,4,,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False
5934,1,16,116,685,4,3,,8:evolve_active_with_bench_available,drawn_never_played,,1,,,,,,,,1,4,8,10,8,4,4,10,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
5935,1,14,411,703,8,7,14:unknown,,,,1,5,13,13,7,11,7,13,1,4,10,10,,6,6,10,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True
5936,0,11,843,153,5,4,,,,played_then_ko_before_meganium,3,7,5,5,7,3,3,5,8,,,,,,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5937,0,11,696,424,5,5,,,,,1,7,3,3,7,3,3,3,2,8,10,10,,4,4,10,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True
5938,0,9,555,401,5,5,,4:evolve_active_with_bench_available;6:forced_or_chosen_switch;8:forced_or_chosen_switch,,,3,3,3,3,7,5,5,3,1,4,4,4,,4,4,4,True,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True
5939,1,8,312,309,5,3,5:forced_or_chosen_switch;7:forced_or_chosen_switch,,,played_then_ko_before_meganium,1,3,3,3,,,,5,2,8,,,4,8,4,,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False
5940,0,7,514,60,2,2,,4:evolve_active_empty_bench,,,3,7,7,7,,3,3,7,1,,4,,,,,,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5941,0,11,799,436,6,4,,,,,5,5,5,5,9,3,3,7,2,,4,4,,4,4,4,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True
5942,0,9,451,550,5,8,4:unknown,,,,1,7,3,3,7,3,3,3,2,6,8,8,,4,4,8,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True
5943,1,4,70,463,3,3,3:evolve_active_empty_bench,,,,1,3,3,,,,,,2,4,4,4,,4,4,4,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
5944,0,13,602,282,7,8,7:evolve_active_with_bench_available,,,,5,7,7,7,7,9,7,9,4,4,12,12,,4,4,,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False
5945,1,14,471,535,7,7,,,,,5,7,7,7,9,7,7,7,2,8,14,14,,8,8,14,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,False
5946,0,5,265,70,0,1,,,played_stuck_never_evolved,drawn_never_played,3,,,,,3,3,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5947,0,9,473,199,3,4,,,,drawn_never_played,3,3,3,3,,3,3,3,4,,,,,4,4,,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False
5948,0,7,263,70,2,1,,,played_stuck_never_evolved,drawn_never_played,1,3,,,,5,5,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5949,1,14,424,639,8,4,,,,,3,5,11,11,11,13,11,11,6,8,8,8,,8,8,8,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
5950,1,12,416,570,5,7,9:forced_or_chosen_switch;11:forced_or_chosen_switch,,,,1,,5,5,,3,3,5,2,4,6,6,,6,6,6,True,False,True,True,False,True,True,True,True,True,False,False,False,False,False,True
5951,1,14,378,574,8,4,9:forced_or_chosen_switch;10:unknown,,,,3,5,5,5,,,,5,6,6,6,6,,4,4,6,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True
5952,0,11,537,189,2,4,,,,played_stuck_never_evolved,3,7,7,7,,7,7,7,2,6,,,,6,6,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
5953,0,9,489,389,5,5,,,,,1,5,5,5,7,5,5,5,2,4,4,4,,6,6,5,True,True,False,False,False,True,True,True,False,True,False,False,False,True,True,True
5954,0,9,609,205,2,8,,,,,1,5,5,5,,3,3,5,1,4,8,8,6,,6,,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False
5955,0,13,520,612,6,6,,,,,3,7,5,5,,5,5,5,2,6,6,6,,8,8,6,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True
5956,0,11,605,116,2,6,,,,drawn_never_played,1,5,5,5,,5,5,5,1,4,,,,,,,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5957,1,10,438,544,5,2,,,,,1,3,5,5,,5,5,5,1,,10,10,,4,4,10,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False
5958,1,18,162,352,4,4,,,played_then_ko_before_meganium,played_then_ko_before_meganium,1,,,,,3,3,,1,6,,,14,4,4,,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False
5959,0,9,676,152,4,3,,,,played_stuck_never_evolved,1,7,5,5,7,5,5,5,6,,,,,4,4,,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
5960,1,14,215,653,9,6,11:evolve_active_with_bench_available;13:evolve_active_with_bench_available,,,,5,7,11,,,5,5,,2,10,10,10,,4,4,10,True,True,True,False,False,True,True,False,True,True,False,False,False,True,True,False
5961,1,10,555,478,6,4,9:forced_or_chosen_switch,,,,1,3,3,3,,5,5,3,8,8,8,8,,4,4,8,True,True,False,True,False,True,True,True,True,True,False,False,False,True,True,False
5962,0,13,582,204,7,9,,,,played_then_ko_before_meganium,1,7,11,11,,11,11,11,1,4,,,,10,10,,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False
5963,0,11,713,314,6,7,,7:unknown,,,1,7,7,7,7,3,3,7,1,6,6,6,,8,8,,True,True,False,False,True,False,False,True,True,True,True,True,False,True,True,False
5964,0,7,750,141,4,4,,,,drawn_never_played,1,3,3,3,,3,3,3,2,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5965,1,8,212,594,7,3,,,played_then_ko_before_meganium,,1,3,,,,3,3,,1,4,4,4,,4,4,4,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False
5966,1,18,377,476,10,6,17:forced_or_chosen_switch,,,,1,3,11,11,13,9,9,13,2,10,10,10,,8,8,10,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True
5967,0,13,669,211,8,4,,,,played_then_ko_before_meganium,1,5,9,9,9,3,3,9,2,,,,,4,4,,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False
5968,1,12,441,296,5,5,3:evolve_active_empty_bench;11:forced_or_chosen_switch,,,drawn_never_played,1,,3,3,,3,3,3,1,6,,,,4,4,,True,False,False,True,False,True,True,True,True,True,False,False,False,True,True,False
5969,1,14,476,518,10,8,13:forced_or_chosen_switch,8:evolve_active_with_bench_available,,,3,5,5,5,9,9,9,8,2,8,8,12,,4,4,12,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False
5970,0,13,622,179,4,6,,,,played_then_ko_before_meganium,1,3,5,5,11,3,3,5,2,8,,,,6,6,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
5971,0,11,619,141,5,4,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,4,2,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5972,0,11,614,189,4,5,,,,played_then_ko_before_meganium,3,5,11,11,11,5,5,11,8,8,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5973,0,15,624,212,3,4,3:evolve_active_with_bench_available,,,played_stuck_never_evolved,1,15,3,9,15,3,3,9,12,12,,,,10,10,,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
5974,0,11,619,469,5,8,,,,,1,3,5,5,,5,5,5,1,6,10,10,,8,8,10,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True
5975,1,8,471,533,4,7,,,,,1,,5,5,,3,3,5,4,4,8,8,,4,4,8,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False
5976,1,14,409,735,8,5,11:forced_or_chosen_switch,,,,3,7,7,7,7,,7,7,8,10,10,10,,8,8,10,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False
5977,1,10,367,737,8,3,9:forced_or_chosen_switch,6:evolve_active_with_bench_available,,,3,5,7,7,7,5,5,7,1,4,6,6,,4,4,6,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
5978,1,16,95,811,4,4,,8:evolve_active_with_bench_available,played_stuck_never_evolved,,5,,,,,,,,1,6,8,10,,4,4,10,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
5979,0,7,577,128,4,3,,,,played_then_ko_before_meganium,1,3,3,3,,3,3,3,2,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5980,0,11,551,429,2,5,,,,,1,9,9,9,,7,7,9,1,4,4,4,,4,4,4,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True
5981,1,10,377,567,10,5,9:forced_or_chosen_switch,,,,1,5,7,7,7,3,3,8,4,4,6,6,6,4,4,6,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
5982,0,11,681,332,4,6,,10:forced_or_chosen_switch,,,1,5,5,5,7,5,5,5,2,4,4,4,,,,6,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,True
5983,0,11,632,412,5,7,,,,,1,5,5,5,9,5,5,5,1,4,10,10,,4,4,10,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True
5984,1,8,496,469,7,4,,,,,1,3,5,5,7,3,3,5,1,,8,8,,4,4,8,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,False
5985,0,7,446,58,2,1,,,,drawn_never_played,1,7,3,3,,7,7,3,1,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5986,0,7,453,86,2,3,,,,drawn_never_played,1,3,5,5,,3,3,5,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5987,0,11,538,172,5,5,,,,played_then_ko_before_meganium,1,3,3,3,5,9,5,3,1,8,,,,4,4,,True,True,False,False,False,False,False,True,True,True,False,False,False,True,True,False
5988,1,10,592,696,7,6,,,,,1,7,5,5,7,5,5,5,1,4,4,4,8,6,6,6,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
5989,0,15,615,196,6,4,,,,played_then_ko_before_meganium,1,7,7,7,11,15,11,10,12,14,,,,8,8,,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False
5990,1,8,280,646,5,2,7:forced_or_chosen_switch,4:evolve_active_empty_bench,,,1,3,3,3,,,,5,1,4,4,4,,4,4,4,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
5991,1,10,253,685,6,4,,,drawn_never_played,,3,5,,,9,3,3,,1,4,4,4,,4,4,4,True,True,False,False,False,True,False,False,True,True,False,False,False,True,True,True
5992,1,32,397,727,10,6,11:forced_or_chosen_switch;25:forced_or_chosen_switch;27:forced_or_chosen_switch,,,,1,5,5,5,25,,25,25,1,20,22,22,24,26,24,22,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,True
5993,1,4,10,173,1,0,,,drawn_never_played,played_stuck_never_evolved,,,,,,,,,2,,,,,4,4,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5994,0,11,555,126,4,4,,,,drawn_never_played,1,9,9,9,,3,3,9,1,6,,,,,,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5995,0,11,582,215,1,7,,10:evolve_active_with_bench_available,,,1,,3,3,,3,3,3,1,10,10,11,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5996,0,15,503,703,7,11,,8:evolve_active_with_bench_available;9:unknown,,,3,7,13,13,,3,3,15,2,8,8,8,8,12,8,8,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True
5997,1,14,168,653,3,3,,10:evolve_active_with_bench_available,played_stuck_never_evolved,,1,,,,,,,,2,14,10,10,,4,4,10,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5998,1,22,342,582,8,2,4:unknown;15:forced_or_chosen_switch,,,,1,3,3,3,,,,7,14,14,14,14,,12,12,14,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
5999,0,11,491,436,5,7,,,,,1,3,5,5,7,11,7,5,2,4,10,10,,4,4,10,True,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True
6000,1,10,337,606,6,3,,,,,1,9,9,9,,,,9,4,8,8,8,,4,4,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6001,0,13,687,523,8,9,,,,,3,5,7,7,9,7,7,7,2,4,6,6,8,4,4,6,True,True,False,False,False,True,False,True,True,True,False,False,True,True,True,True
6002,0,13,792,225,4,5,,,,played_stuck_never_evolved,1,3,3,3,7,3,3,9,1,4,,,,8,8,,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,False
6003,0,9,673,399,7,7,,,,,1,3,5,5,5,5,5,5,1,4,8,8,,4,4,8,True,True,False,False,True,False,False,True,False,True,False,False,False,True,True,True
6004,1,12,515,555,8,9,,11:unknown,,,1,3,7,7,7,3,3,9,1,4,4,4,,4,4,4,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True
6005,0,11,493,488,8,9,,,,,1,7,7,7,9,3,3,7,2,8,8,8,,8,8,8,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True
6006,0,13,663,636,6,9,,,,,1,13,13,13,,9,9,13,1,6,6,6,,4,4,6,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True
6007,1,10,538,607,7,10,,4:evolve_active_with_bench_available,,,1,3,3,3,5,5,5,4,1,4,4,10,,4,4,10,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False
6008,0,11,799,249,5,7,,,,played_then_ko_before_meganium,1,3,5,5,7,5,5,5,1,8,,,8,4,4,,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False
6009,0,9,728,133,3,4,,,,played_then_ko_before_meganium,1,7,5,5,9,3,3,5,6,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6010,0,13,635,86,4,4,,,,played_then_ko_before_meganium,1,5,7,7,13,3,3,7,1,,,,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6011,0,19,665,170,3,6,,16:evolve_active_with_bench_available;18:forced_or_chosen_switch,,,1,19,19,19,9,15,9,19,2,4,16,16,,,,,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False
6012,0,9,505,424,2,6,8:unknown,4:evolve_active_with_bench_available,,,1,3,3,3,,3,3,3,1,4,4,4,,8,8,4,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True
6013,1,10,696,249,6,6,,,,played_then_ko_before_meganium,1,3,3,3,7,3,3,3,1,4,,,,4,4,,True,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False
6014,1,12,272,552,7,2,,,,,1,3,11,11,9,,9,,1,4,4,4,,4,4,6,True,True,False,False,True,False,True,False,True,True,False,False,False,False,False,False
